,Eroded Material,Sample preparation,Material Treatment,Erodent,Shape,Size (µm),Size range (µm),Size (mesh),Velocity (m/s),V Pressure (PSI),Vair (m/s),V KinE (m/s),Incident angle,Total Erodent mass (g),Erodent flux (g/(cm^2*s)),Particle Flow rate (g/minute),Dust concentration (mg/ft^3),Working Distance (mm),Nozzle Diameter (mm),Nozzle length (mm),Carrier Gas,Temperature (°C),Erosion Rate (mm^3/g),ASTM G76 Mentioned?,Publication Year,Source,Test type,Quality score,Note,Column1,Column2,Unnamed: 34,Target Hardness (GPa),Target Hardness from Vickers,Target Hardness from Rockwell,Target Density (kg/m^3),Target Elastic Modulus (GPa),Target Poisson Ratio,Target Ductile/Brittle,Target Thermal conductivity (W/m*K),Target Yield Strength (MPa),Target Tensile Strength (MPa),Target Fracture toughness (MPa*m^0.5),Target Melting Temp (°C),Erodent Density (kg/m^3),Erodent Hardness (GPa),Erodent Melting Temp (°C),Erodent Young's Modulus (GPa),Erodent Poisson's Ratio,Erodent Fracture toughness (MPa*m^0.5),Erosion Rate (mg/g)
275,Ti-6Al-4V,,,SiC,Angular,175,,,230,,,,20,,,2.5,,,7.4,,,RT,1.5088,Yes,2019,18,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3100,25.5,2797,410,0.14,4.6,6.668896
276,Ti-6Al-4V,,,SiC,Angular,175,,,230,,,,30,,,2.5,,,7.4,,,RT,1.46184,Yes,2019,18,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3100,25.5,2797,410,0.14,4.6,6.4613328
277,Ti-6Al-4V,,,SiC,Angular,175,,,230,,,,45,,,2.5,,,7.4,,,RT,1.25049,Yes,2019,18,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3100,25.5,2797,410,0.14,4.6,5.5271658
278,Ti-6Al-4V,,,SiC,Angular,175,,,230,,,,60,,,2.5,,,7.4,,,RT,1.0274,Yes,2019,18,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3100,25.5,2797,410,0.14,4.6,4.541108
279,Ti-6Al-4V,,,SiC,Angular,175,,,230,,,,75,,,2.5,,,7.4,,,RT,0.92759,Yes,2019,18,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3100,25.5,2797,410,0.14,4.6,4.0999478
280,Ti-6Al-4V,,,SiC,Angular,175,,,230,,,,90,,,2.5,,,7.4,,,RT,0.88063,Yes,2019,18,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3100,25.5,2797,410,0.14,4.6,3.8923846
281,Ti-6Al-4V,,,Quartz,Angular,300,,,352,116,,,15,60,,12,,,,,Air,RT,,No,2020,19,Gas Blast,4,"Particle size respects requirements of MIL-E-5007C. Size range 0-1000µm, velocity range 208-431 m/s. Average used for both",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2650,11.5,1713,70,0.17,0.73,3.86
282,Ti-6Al-4V,,,Quartz,Angular,300,,,352,116,,,30,60,,12,,,,,Air,RT,,No,2020,19,Gas Blast,4,"Particle size respects requirements of MIL-E-5007C. Size range 0-1000µm, velocity range 208-431 m/s. Average used for both",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2650,11.5,1713,70,0.17,0.73,5.54
283,Ti-6Al-4V,,,Quartz,Angular,300,,,352,116,,,45,60,,12,,,,,Air,RT,,No,2020,19,Gas Blast,4,"Particle size respects requirements of MIL-E-5007C. Size range 0-1000µm, velocity range 208-431 m/s. Average used for both",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2650,11.5,1713,70,0.17,0.73,6.29
284,Ti-6Al-4V,,,Quartz,Angular,300,,,352,116,,,60,60,,12,,,,,Air,RT,,No,2020,19,Gas Blast,4,"Particle size respects requirements of MIL-E-5007C. Size range 0-1000µm, velocity range 208-431 m/s. Average used for both",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2650,11.5,1713,70,0.17,0.73,5.81
285,Ti-6Al-4V,,,Quartz,Angular,300,,,352,116,,,75,60,,12,,,,,Air,RT,,No,2020,19,Gas Blast,4,"Particle size respects requirements of MIL-E-5007C. Size range 0-1000µm, velocity range 208-431 m/s. Average used for both",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2650,11.5,1713,70,0.17,0.73,5.41
286,Ti-6Al-4V,,,Quartz,Angular,300,,,352,116,,,90,60,,12,,,,,Air,RT,,No,2020,19,Gas Blast,4,"Particle size respects requirements of MIL-E-5007C. Size range 0-1000µm, velocity range 208-431 m/s. Average used for both",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2650,11.5,1713,70,0.17,0.73,4.94
287,Ti-VT-6,Disk of 15 mm in diameter,,,,230,,,36.21,,,,,1200,,240,,,,,Air,RT,,No,2017,20,Gas Blast,0,"Test done for 5 min, measurement of roughness, no measures of erosion",,,,3.119,1,0,4430,110,0.272,D,6.8,830,900,103,1650,,,,,,,
288,Ti-VT-6,Disk of 15 mm in diameter,,,,230,,,57.47,,,,,1200,,240,,,,,Air,RT,,No,2017,20,Gas Blast,0,"Test done for 5 min, measurement of roughness, no measures of erosion",,,,3.119,1,0,4430,110,0.272,D,6.8,830,900,103,1650,,,,,,,
289,Ti-VT-6,Disk of 15 mm in diameter,,,,230,,,71.32,,,,,1200,,240,,,,,Air,RT,,No,2017,20,Gas Blast,0,"Test done for 5 min, measurement of roughness, no measures of erosion",,,,3.119,1,0,4430,110,0.272,D,6.8,830,900,103,1650,,,,,,,
290,Ti-VT-6,Disk of 15 mm in diameter,,,,109,,,42.64,,,,,1200,,240,,,,,Air,RT,,No,2017,20,Gas Blast,0,"Test done for 5 min, measurement of roughness, no measures of erosion",,,,3.119,1,0,4430,110,0.272,D,6.8,830,900,103,1650,,,,,,,
291,Ti-VT-6,Disk of 15 mm in diameter,,,,109,,,73.79,,,,,1200,,240,,,,,Air,RT,,No,2017,20,Gas Blast,0,"Test done for 5 min, measurement of roughness, no measures of erosion",,,,3.119,1,0,4430,110,0.272,D,6.8,830,900,103,1650,,,,,,,
292,Ti-VT-6,Disk of 15 mm in diameter,,,,109,,,98.02,,,,,1200,,240,,,,,Air,RT,,No,2017,20,Gas Blast,0,"Test done for 5 min, measurement of roughness, no measures of erosion",,,,3.119,1,0,4430,110,0.272,D,6.8,830,900,103,1650,,,,,,,
293,Al - AMg6,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9350",,Corundum (grade 14A),Angular,109,,,42.47,,,,,510,,102,,,50,1600,Air,RT,0.0003943,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.1,1,0,2660,70,0.33,D,120,180,359,62,606,3960,20.5,2054,370,0.22,4,0.001742806
294,Al - AMg6,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9351",,Corundum (grade 14A),Angular,109,,,73.99,,,,,510,,102,,,50,1600,Air,RT,0.001846,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.1,1,0,2660,70,0.33,D,120,180,359,62,606,3960,20.5,2054,370,0.22,4,0.00815932
295,Al - AMg6,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9352",,Corundum (grade 14A),Angular,109,,,97.92,,,,,510,,102,,,50,1600,Air,RT,0.004486,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.1,1,0,2660,70,0.33,D,120,180,359,62,606,3960,20.5,2054,370,0.22,4,0.01982812
296,Al - AMg6,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9353",,Corundum (grade 14A),Angular,109,,,117.26,,,,,510,,102,,,50,1600,Air,RT,0.008867,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.1,1,0,2660,70,0.33,D,120,180,359,62,606,3960,20.5,2054,370,0.22,4,0.03919214
297,Al - AMg6,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9353",,Corundum (grade 14A),Angular,109,,,132.81,,,,,510,,102,,,50,1600,Air,RT,0.01491,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.1,1,0,2660,70,0.33,D,120,180,359,62,606,3960,20.5,2054,370,0.22,4,0.0659022
298,Al - AMg6,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9353",,Corundum (grade 14A),Angular,109,,,145.71,,,,,510,,102,,,50,1600,Air,RT,0.01925,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.1,1,0,2660,70,0.33,D,120,180,359,62,606,3960,20.5,2054,370,0.22,4,0.085085
299,VT1-0,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9355",,Corundum (grade 14A),Angular,109,,,42.48,,,,,510,,102,,,50,1600,Air,RT,0.0007502,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.7,1,0,4507,117,0.34,D,21.8,284,495,66,1704,3960,20.5,2054,370,0.22,4,0.003315884
300,VT1-0,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9356",,Corundum (grade 14A),Angular,109,,,73.99,,,,,510,,102,,,50,1600,Air,RT,0.002202,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.7,1,0,4507,117,0.34,D,21.8,284,495,66,1704,3960,20.5,2054,370,0.22,4,0.00973284
301,VT1-0,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9357",,Corundum (grade 14A),Angular,109,,,98.09,,,,,510,,102,,,50,1600,Air,RT,0.004288,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.7,1,0,4507,117,0.34,D,21.8,284,495,66,1704,3960,20.5,2054,370,0.22,4,0.01895296
302,VT1-0,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9358",,Corundum (grade 14A),Angular,109,,,117.24,,,,,510,,102,,,50,1600,Air,RT,0.007167,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.7,1,0,4507,117,0.34,D,21.8,284,495,66,1704,3960,20.5,2054,370,0.22,4,0.03167814
303,VT1-0,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9359",,Corundum (grade 14A),Angular,109,,,132.95,,,,,510,,102,,,50,1600,Air,RT,0.01206,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.7,1,0,4507,117,0.34,D,21.8,284,495,66,1704,3960,20.5,2054,370,0.22,4,0.0533052
304,VT1-0,"Cut using electro-erosion machine, exposed to tension using Instro CEAST 9360",,Corundum (grade 14A),Angular,109,,,145.84,,,,,510,,102,,,50,1600,Air,RT,0.01518,No,2022,21,Gas Blast,4,Large system with very high particle feed rates,,,,1.7,1,0,4507,117,0.34,D,21.8,284,495,66,1704,3960,20.5,2054,370,0.22,4,0.0670956
305,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.3016
306,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,60,,,2,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.123
307,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,60,,,8,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.2313
308,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,30,,,2,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.3017
309,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,30,,,8,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.2818
310,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,60,,,2,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.3225
311,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,60,,,8,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.5738
312,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,30,,,2,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.0445
313,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,30,,,8,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.19538
314,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,50,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.8294
315,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,10,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.3498
316,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,30,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.1824
317,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,60,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.382
318,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.3194
319,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.3005
320,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.4078
321,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,2,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.2406
322,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,8,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.6358
323,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.2308
324,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.304
325,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.336
326,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.334
327,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.336
328,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,30,,,2,,50,,,Air,250,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.935
329,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,30,,,8,,50,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.912
330,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,60,,,2,,50,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.1008
331,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,60,,,8,,50,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.12875
332,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.6286
333,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,60,,,2,,10,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.429
334,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,60,,,8,,10,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,1.7513
335,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,30,,,2,,10,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.203
336,Ti-6Al-4V,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,30,,,8,,10,,,Air,650,,Yes,2022,22,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.93275
337,Ti-6Al-4V,Cleaned with ultrasonic bath,,Al2O3,Angular,50,,,75,,,,30,,,1,,20,1.14,36,Air,21,,Yes,2023,Internal,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.232
338,Ti-6Al-4V,Cleaned with ultrasonic bath,,Al2O3,Angular,50,,,50,,,,20,,,1,,20,1.14,36,Air,21,,Yes,2023,Internal,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.159
339,Ti-6Al-4V,Cleaned with ultrasonic bath,,Al2O3,Angular,50,,,50,,,,90,,,1,,20,1.14,36,Air,21,,Yes,2023,Internal,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.086
340,Ti-6Al-4V,,,Al2O3,Angular,50,,,30,,,,90,,,2,,10,1.5,52,Air,21,0.0056,Yes,2023,Internal,Gas Blast,5,,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.024752
341,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,30,,,2,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.3345
342,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,30,,,8,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.1402
343,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,60,,,2,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.224
344,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,60,,,8,,10,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.3575
345,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.3902
346,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,60,,,2,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.778
347,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,60,,,8,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.05675
348,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,30,,,2,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.19
349,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,30,,,8,,50,,,Air,30,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.918
350,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,10,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.306
351,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,50,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.16
352,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.51
353,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,150,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,1.262
354,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,2,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.875
355,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,8,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.61625
356,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.448
357,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.43
358,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.404
359,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.472
360,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.484
361,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,30,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.494
362,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,60,,,5,,30,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,0.356
363,Ni - Inconel 718,Cleaned with ultrasonic bath,,SiO2,Angular,50,,,100,,,,45,,,5,,50,,,Air,340,,Yes,2022,22,Gas Blast,5,,,,,4.4,1,0,8220,200,0.294,D,11.4,1185,1435,125,1298,2425,11.5,1830,70,0.17,0.73,1.914
