,Eroded Material,Sample preparation,Material Treatment,Erodent,Shape,Size (µm),Size range (µm),Size (mesh),Velocity (m/s),V Pressure (PSI),Vair (m/s),V KinE (m/s),Incident angle,Total Erodent mass (g),Erodent flux (g/(cm^2*s)),Particle Flow rate (g/minute),Dust concentration (mg/ft^3),Working Distance (mm),Nozzle Diameter (mm),Nozzle length (mm),Carrier Gas,Temperature (°C),Erosion Rate (mm^3/g),ASTM G76 Mentioned?,Publication Year,Source,Test type,Quality score,Note,Column1,Column2,Unnamed: 34,Target Hardness (GPa),Target Hardness from Vickers,Target Hardness from Rockwell,Target Density (kg/m^3),Target Elastic Modulus (GPa),Target Poisson Ratio,Target Ductile/Brittle,Target Thermal conductivity (W/m*K),Target Yield Strength (MPa),Target Tensile Strength (MPa),Target Fracture toughness (MPa*m^0.5),Target Melting Temp (°C),Erodent Density (kg/m^3),Erodent Hardness (GPa),Erodent Melting Temp (°C),Erodent Young's Modulus (GPa),Erodent Poisson's Ratio,Erodent Fracture toughness (MPa*m^0.5),Erosion Rate (mg/g)
757,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,40,,,350,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,4.5782
758,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,40,,,549,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,11.8209
759,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,40,,,537,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,13.616
760,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,47,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.1625
761,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,64,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.3532
762,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,79,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.4385
763,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,104,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.7369
764,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,123,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.0072
765,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,114,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.2711
766,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,169,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.9202
767,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,213,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,2.5326
768,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,280,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,3.7894
769,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,256,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,4.1939
770,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,275,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,5.62
771,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,334,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,8.2434
772,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,60,,,549,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,19.415
773,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,52,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.2162
774,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,55,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.1915
775,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,94,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.8498
776,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,94,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.094
777,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,125,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.2667
778,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,137,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.4665
779,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,235,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,4.3231
780,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,306,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,8.0069
781,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,355,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,10.625
782,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,200,,,549,,,,90,,,,,,,,Air,RT,,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,23.1313
783,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,61,,,,90,,,,,,,,Air,RT,0.02056,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.15934
784,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,76,,,,90,,,,,,,,Air,RT,0.03792,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.29388
785,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,94,,,,90,,,,,,,,Air,RT,0.09374,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,0.726485
786,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,115,,,,90,,,,,,,,Air,RT,0.14241,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.1036775
787,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,145,,,,90,,,,,,,,Air,RT,0.19206,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,1.488465
788,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,190,,,,90,,,,,,,,Air,RT,0.34214,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,2.651585
789,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,232,,,,90,,,,,,,,Air,RT,0.56557,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,4.3831675
790,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,276,,,,90,,,,,,,,Air,RT,0.90285,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,6.9970875
791,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,357,,,,90,,,,,,,,Air,RT,1.55335,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,12.0384625
792,Steel - H46 - 11% Chromium - Tilly,,,Quartz,Angular,138,125-150,,554,,,,90,,,,,,,,Air,RT,3.51495,No,1969,26,Whirling Arm,5,,,,,2.98,1,0,7750,216,0.29,D,24,790,930,75,1510,2650,11.5,1713,70,0.17,0.73,27.2408625
793,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,57,,,,90,,,,,,,,Air,RT,0.02015,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,0.16178435
794,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,77,,,,90,,,,,,,,Air,RT,0.03591,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,0.28832139
795,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,95,,,,90,,,,,,,,Air,RT,0.08404,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,0.67475716
796,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,119,,,,90,,,,,,,,Air,RT,0.1215,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,0.9755235
797,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,139,,,,90,,,,,,,,Air,RT,0.1949,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,1.5648521
798,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,188,,,,90,,,,,,,,Air,RT,0.3354,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,2.6929266
799,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,227,,,,90,,,,,,,,Air,RT,0.59138,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,4.74819002
800,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,277,,,,90,,,,,,,,Air,RT,0.75128,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,6.03202712
801,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,357,,,,90,,,,,,,,Air,RT,1.36513,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,10.96062877
802,Ni Alloy - Tilly,,,Quartz,Angular,138,125-150,,540,,,,90,,,,,,,,Air,RT,3.69358,No,1969,26,Whirling Arm,5,,,,,3.38,1,0,8280,207,,D,12,815,1200,147,1410,2650,11.5,1713,70,0.17,0.73,29.65575382
803,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,57,,,,90,,,,,,,,Air,RT,0.03247,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,0.1584536
804,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,77,,,,90,,,,,,,,Air,RT,0.05059,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,0.2468792
805,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,95,,,,90,,,,,,,,Air,RT,0.1263,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,0.616344
806,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,119,,,,90,,,,,,,,Air,RT,0.23996,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,1.1710048
807,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,141,,,,90,,,,,,,,Air,RT,0.29586,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,1.4437968
808,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,191,,,,90,,,,,,,,Air,RT,0.65918,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,3.2167984
809,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,277,,,,90,,,,,,,,Air,RT,1.25944,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,6.1460672
810,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,359,,,,90,,,,,,,,Air,RT,2.66959,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,13.0275992
811,Ti Alloy - Tilly,,,Quartz,Angular,138,125-150,,550,,,,90,,,,,,,,Air,RT,6.57284,No,1969,26,Whirling Arm,5,,,,,,0,0,4840,115,0.31,D,8.3,970,1110,,,2650,11.5,1713,70,0.17,0.73,32.0754592
812,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,57,,,,90,,,,,,,,Air,RT,0.04783,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,0.1420551
813,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,76,,,,90,,,,,,,,Air,RT,0.15546,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,0.4617162
814,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,97,,,,90,,,,,,,,Air,RT,0.27966,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,0.8305902
815,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,118,,,,90,,,,,,,,Air,RT,0.41443,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,1.2308571
816,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,140,,,,90,,,,,,,,Air,RT,0.556,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,1.65132
817,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,190,,,,90,,,,,,,,Air,RT,1.03079,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,3.0614463
818,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,235,,,,90,,,,,,,,Air,RT,2.22834,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,6.6181698
819,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,281,,,,90,,,,,,,,Air,RT,3.09536,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,9.1932192
820,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,355,,,,90,,,,,,,,Air,RT,4.63348,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,13.7614356
821,Al Alloy - Tilly,,,Quartz,Angular,138,125-150,,542,,,,90,,,,,,,,Air,RT,14.12466,No,1969,26,Whirling Arm,5,,,,,1.39,1,0,2760,74.4,0.33,D,146,372,440,28,594,2650,11.5,1713,70,0.17,0.73,41.9502402
822,Steel - 18Ni(250) Maraging,Mirror-polished,,SiC,Angular,11.9,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3100,25.5,2797,410,0.14,4.6,0.088091958
823,Steel - 18Ni(250) Maraging,Mirror-polished,,SiC,Angular,28.1,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3100,25.5,2797,410,0.14,4.6,0.126607622
824,Steel - 18Ni(250) Maraging,Mirror-polished,,SiC,Angular,34.6,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3100,25.5,2797,410,0.14,4.6,0.154836214
825,Steel - 18Ni(250) Maraging,Mirror-polished,,SiC,Angular,40.03,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3100,25.5,2797,410,0.14,4.6,0.173808166
826,Steel - 18Ni(250) Maraging,Mirror-polished,,SiC,Angular,151,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3100,25.5,2797,410,0.14,4.6,0.181776242
827,Steel - 18Ni(250) Maraging,Mirror-polished,,SiO2,Angular,326,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,2425,11.5,1830,70,0.17,0.73,0.046022526
828,Steel - 18Ni(250) Maraging,Mirror-polished,,SiO2,Angular,406,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,2425,11.5,1830,70,0.17,0.73,0.042035591
829,Steel - 18Ni(250) Maraging,Mirror-polished,,SiO2,Angular,469,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,2425,11.5,1830,70,0.17,0.73,0.035943037
830,Steel - 18Ni(250) Maraging,Mirror-polished,,SiO2,Angular,490,,,42,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,2425,11.5,1830,70,0.17,0.73,0.033006568
831,Steel - 18Ni(250) Maraging,Mirror-polished,,Al2O3,Angular,7.73,,,65,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3960,20.5,2054,370,0.22,4,0.08683955
832,Steel - 18Ni(250) Maraging,Mirror-polished,,Al2O3,Angular,7.79,,,65,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3960,20.5,2054,370,0.22,4,0.090915028
833,Steel - 18Ni(250) Maraging,Mirror-polished,,Al2O3,Angular,11.8,,,65,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3960,20.5,2054,370,0.22,4,0.063634045
834,Steel - 18Ni(250) Maraging,Mirror-polished,,Al2O3,Angular,12.4,,,65,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3960,20.5,2054,370,0.22,4,0.170636995
835,Steel - 18Ni(250) Maraging,Mirror-polished,,Al2O3,Angular,33.1,,,65,,,,30,80,,20,,6,3,300,Nitrogen,RT,,No,1990,27,Gas Blast,5,,,,,2.94,1,0,8000,186,0.3,D,19.7,1700,1800,120,1440,3960,20.5,2054,370,0.22,4,0.183397353
836,Fe,,,SiO2,Angular,326,,,74,,,,90,,,15.22,,10,4,1500,Air,RT,0.028477278,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.22411618
837,Fe,,,SiO2,Angular,326,,,74,,,,90,,,34.26,,10,4,1500,Air,RT,0.027072736,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.213062435
838,Fe,,,SiO2,Angular,326,,,74,,,,90,,,37.44,,10,4,1500,Air,RT,0.024068279,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.189417357
839,Fe,,,SiO2,Angular,326,,,74,,,,90,,,58.08,,10,4,1500,Air,RT,0.019155381,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.150752849
840,Fe,,,SiO2,Angular,49,,,110,,,,90,,,25.1,,10,4,1500,Air,RT,0.04862509,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.382679455
841,Fe,,,SiO2,Angular,49,,,110,,,,90,,,34.2,,10,4,1500,Air,RT,0.054872039,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.43184295
842,Fe,,,SiO2,Angular,49,,,110,,,,90,,,41.98,,10,4,1500,Air,RT,0.042416909,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.333821075
843,Fe,,,SiO2,Angular,49,,,110,,,,90,,,67.9,,10,4,1500,Air,RT,0.029057454,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.228682163
844,Fe,,,SiO2,Angular,326,,,104,,,,90,,,21.32,,10,4,1500,Air,RT,0.074555984,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.586755591
845,Fe,,,SiO2,Angular,326,,,104,,,,90,,,25.62,,10,4,1500,Air,RT,0.073559338,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.578911987
846,Fe,,,SiO2,Angular,326,,,104,,,,90,,,43.12,,10,4,1500,Air,RT,0.047433964,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.3733053
847,Fe,,,SiO2,Angular,326,,,104,,,,90,,,51.27,,10,4,1500,Air,RT,0.045153399,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.355357248
848,Fe,,,SiO2,Angular,326,,,104,,,,90,,,33.46,,10,4,1500,Air,RT,0.054512698,No,2001,28,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.42901493
849,Fe,,,SiO2,Angular,325,297-355,,100,,,,10,,,,,10,4,,Air,RT,0.0886,No,1997,29,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.697282
850,Fe,,,SiO2,Angular,325,297-355,,100,,,,10,,,,,15,4,,Air,RT,0.0886,No,1997,29,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.697282
851,Fe,,,SiO2,Angular,325,297-355,,100,,,,10,,,,,20,4,,Air,RT,0.0818,No,1997,29,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.643766
852,Fe,,,SiO2,Angular,325,297-355,,100,,,,10,,,,,25,4,,Air,RT,0.0829,No,1997,29,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.652423
853,Fe,,,SiO2,Angular,325,297-355,,100,,,,10,,,,,30,4,,Air,RT,0.0695,No,1997,29,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.546965
854,Fe,,,SiO2,Angular,325,297-355,,100,,,,10,,,,,10,4,,Air,RT,0.1134,No,1997,29,Gas Blast,5,,,,,1.5,1,0,7870,208.2,0.291,D,80.4,130,265,44,1538,2425,11.5,1830,70,0.17,0.73,0.892458
